prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max
8,No Watermark,,,,"A version of this article appeared in the print edition of The Daily Star on July 12, 2018, on page 16. Assembled by Palestinian artist Said Baalbaki, the exhibition presents 50 of Abbo's sketches, etchings and"," paintings. It features a set of six pieces made on the Palestinian flag.
Abbo, a Palestinian artist living in Israel, and his son, Abu Abbo, are engaged in an intensively researched project aimed at exploring the Palestinian poet and the artist's vision for the future. It is being exhibited at the Royal Arab Museum in Knesset on Friday, July 19.
Abbo and his son are engaged in an intensively researched project aimed at exploring the Palestinian poet and the artist's",99,21,0.21212121212121213,-0.8703882797784892,0.807955875263074,Human/Unwatermarked,0.0,80,0.575,0.7721518987341772,0.42500000000000004,,,
8,Fixed Delta 0.5,0.5,,,"A version of this article appeared in the print edition of The Daily Star on July 12, 2018, on page 16. Assembled by Palestinian artist Said Baalbaki, the exhibition presents 50 of Abbo's sketches, etchings and"," paintings. It features a set of photographs from his recent work, and a book of his paintings. (The Daily Star)",25,8,0.32,0.808290376865476,0.20946172047319145,Human/Unwatermarked,0.0,20,0.8,1.0,0.19999999999999996,0.5,0.5,0.5
8,Fixed Delta 1.0,1.0,,,"A version of this article appeared in the print edition of The Daily Star on July 12, 2018, on page 16. Assembled by Palestinian artist Said Baalbaki, the exhibition presents 50 of Abbo's sketches, etchings and"," paintings. It features a set of photographs, drawings, paintings, drawings and photographs taken from the Israeli (not Israeli) side of the border, which began its campaign of construction in 1967. The exhibition is called ""Aphrodite: Palestinian Women's Gallery"" and features images of Palestinians, various Arabs and various Arab and Israeli women.

The exhibition, which features a set of photographs, drawings and photographs taken from the Israeli side of the border, began its campaign of construction in 1967.",99,55,0.5555555555555556,7.021132123546479,1.100388069780592e-12,Watermarked,0.9999999999988997,77,0.4675324675324675,0.7105263157894737,0.5324675324675325,1.0,1.0,1.0
8,Fixed Delta 2.0,2.0,,,"A version of this article appeared in the print edition of The Daily Star on July 12, 2018, on page 16. Assembled by Palestinian artist Said Baalbaki, the exhibition presents 50 of Abbo's sketches, etchings and"," paintings. It features a set of photographs, drawings, paintings, drawings and photographs taken from the Israeli (not Israeli) side of the border between Gaza and Israel in late 2007 (the period marked as a ""peace period"" at the time).

Abbo, also known as Artisan, was born in Jerusalem and went to school with the Israeli artist, Rafik Akram, in Brooklyn. He is based in Africa. He is best known for his works of art and for his work",99,60,0.6060606060606061,8.181649829917799,1.3999184135288104e-16,Watermarked,0.9999999999999999,78,0.6794871794871795,0.961038961038961,0.3205128205128205,2.0,2.0,2.0
8,Fixed Delta 3.0,3.0,,,"A version of this article appeared in the print edition of The Daily Star on July 12, 2018, on page 16. Assembled by Palestinian artist Said Baalbaki, the exhibition presents 50 of Abbo's sketches, etchings and"," photographs, which portray the unnamed character and the terrain on which Palestinian life is based. The room is decorated with rich, colourful ceramic tiles and fresh-cut furniture. The show is presented at the Golan Heights Art Gallery, located near the Israeli border. A demonstration of the show has taken place at the Israeli-Palestinian Peace and Justice Commission wall, located near the border. The show is also being displayed in Jerusalem. The opening of the exhibition is on August 9th. The show is also being",99,85,0.8585858585858586,13.984238361774393,9.727420363802437e-45,Watermarked,1.0,86,0.6162790697674418,0.8588235294117647,0.38372093023255816,3.0,3.0,3.0
8,Adaptive Delta,adaptive,0.5,3.0,"A version of this article appeared in the print edition of The Daily Star on July 12, 2018, on page 16. Assembled by Palestinian artist Said Baalbaki, the exhibition presents 50 of Abbo's sketches, etchings and"," paintings. It features a set of photographs, drawings, paintings, drawings and photographs taken from the Israeli (not Israeli) side of the border, which began its campaign of construction in 1967. The Israeli side of the border is at the far end of the border, with scores of Israeli settlers building settlements in the West Bank and Gaza Strip. The Israeli side of the border is at the far end of the border with Jordan, which began its campaign of construction in 1967.

The Israeli side of",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,86,0.43023255813953487,0.6235294117647059,0.5697674418604651,1.8766765701770782,1.6180340051651,2.4294393062591553
9,No Watermark,,,,"A blind man in his 60s is searching for the young man who pulled him back from an approaching train and saved his life last Thursday, Nov. 9. Mike Wyatt stood at the stairs to the Peoria train station in Aurora, Colorado,"," just outside of Phoenix. He was about to make a stop, he says, when his blind friend (not his name) pulled him onto the tracks.

Wyatt was walking with a friend in front of the train tracks. When the train rolled, Wyatt fell back onto his back, and he’s been searching for the man since.

“I’ve gone through a lot of things over the years,” Wyatt said. “I’",99,30,0.30303030303030304,1.2185435916898848,0.11150873497330749,Human/Unwatermarked,0.0,70,0.6857142857142857,0.9855072463768116,0.3142857142857143,,,
9,Fixed Delta 0.5,0.5,,,"A blind man in his 60s is searching for the young man who pulled him back from an approaching train and saved his life last Thursday, Nov. 9. Mike Wyatt stood at the stairs to the Peoria train station in Aurora, Colorado,"," where he was holding a sign reading “Please,” he says.

Wyatt said he had been walking and saw someone on the tracks about 10:45 p.m. while he was in his car. The sign said “Please,” but it was not written on the sign and it was not visible in the train, Wyatt says.

Wyatt’s car was derailed when it hit a rail and drifted into the river, where he",99,40,0.40404040404040403,3.5395790044325226,0.00020038289685673868,Human/Unwatermarked,0.0,72,0.5972222222222222,0.9014084507042254,0.4027777777777778,0.5,0.5,0.5
9,Fixed Delta 1.0,1.0,,,"A blind man in his 60s is searching for the young man who pulled him back from an approaching train and saved his life last Thursday, Nov. 9. Mike Wyatt stood at the stairs to the Peoria train station in Aurora, Colorado,"," where he was jogging with a friend when he saw a train he wanted to board. He got off the train at 10:25 a.m. and was walking down the stairs, but as he walked down, he saw a man standing on the tracks. The man was not wearing a helmet and had a nose and mouth cut open. A man walking behind Wyatt stood there for a minute and then he saw a man in his 60s walking back towards him.

Wyatt�",99,41,0.41414141414141414,3.7716825457067866,8.107523404471492e-05,Human/Unwatermarked,0.0,84,0.6190476190476191,0.927710843373494,0.38095238095238093,1.0,1.0,1.0
9,Fixed Delta 2.0,2.0,,,"A blind man in his 60s is searching for the young man who pulled him back from an approaching train and saved his life last Thursday, Nov. 9. Mike Wyatt stood at the stairs to the Peoria train station in Aurora, Colorado,"," where he and another man were walking when a white man walked toward him. The man thought he was trying to help, but the man told him to keep walking. The black man then got up to walk in front of the man who was running away. A woman, also a blind man, said she followed a white man who was running away, so they stepped back and walked closer. The man then got back up on the stairs, looking for his friends, said Julie Soules, of Aurora",99,67,0.6767676767676768,9.806374618837644,5.2848962805356706e-23,Watermarked,1.0,88,0.6022727272727273,0.8735632183908046,0.3977272727272727,2.0,2.0,2.0
9,Fixed Delta 3.0,3.0,,,"A blind man in his 60s is searching for the young man who pulled him back from an approaching train and saved his life last Thursday, Nov. 9. Mike Wyatt stood at the stairs to the Peoria train station in Aurora, Colorado,"," where he and another man set out for an afternoon on an errand for his son. He got a call from the man who called a friend who wanted to help them out after they returned to their apartment. The friend was not with them and the man said “Thank you,” said Wyatt.“The lady said ‘What?’ and the man said ‘You are well. I can’t believe you are so young,’ and the man said",99,77,0.7777777777777778,12.127410031580283,3.7801435720337223e-34,Watermarked,1.0,76,0.631578947368421,0.8933333333333333,0.368421052631579,3.0,3.0,3.0
